term,Plot freq,Negative freq,Positive freq
fill his,1,0,0
his brother,4,0,0
brother s,2,0,0
s place,1,0,0
enemy,6,1,1
terrorists,1,1,0
learn,6,2,2
secret,15,1,1
identity,5,1,2
kidnap,4,0,0
fiancee,4,0,0
gabriel,1,0,0
macht,1,0,0
however the,4,0,1
the enemy,2,0,0
enemy terrorists,1,0,0
terrorists learn,1,0,0
learn of,1,0,0
his secret,1,0,0
secret identity,1,0,0
identity and,1,0,0
and kidnap,1,0,0
kidnap his,1,0,0
his girlfriend,4,0,0
girlfriend fiancee,1,0,0
fiancee gabriel,1,0,0
gabriel macht,1,0,0
rescue,2,2,1
york,17,6,11
city,14,7,7
imminent,1,0,0
terrorist,1,4,0
act,4,14,10
has to,10,5,2
to rescue,1,0,0
rescue them,1,0,0
them and,1,0,4
save new,1,0,0
new york,17,6,11
york city,6,1,1
city from,1,0,0
from an,3,2,3
an imminent,1,0,0
imminent nuclear,1,0,0
nuclear terrorist,1,0,0
terrorist act,1,0,0
harvard,3,11,0
educated,2,0,0
operation,3,0,0
agency,5,0,0
african,5,3,4
american,14,9,33
street,7,3,4
wise,2,7,5
hustler,2,1,1
what,23,98,127
coming,5,7,8
a harvard,2,0,0
harvard educated,1,0,0
educated cia,1,0,0
during an,2,0,0
an operation,1,0,0
operation the,1,0,0
the secret,3,0,1
secret agency,1,0,0
agency recruits,1,0,0
brother chris,1,0,0
rock an,1,0,0
an african,3,0,1
african american,5,1,4
american street,1,0,0
street wise,2,0,0
wise hustler,1,0,0
hustler with,1,0,0
with no,5,6,3
idea what,1,1,1
what s,2,10,14
s coming,1,1,0
coming for,1,0,0
for him,2,1,0
wants,17,10,4
finish,1,6,7
project,2,12,8
was,28,69,38
cia wants,1,0,0
wants the,2,0,0
the twin,2,0,0
twin to,1,0,0
to finish,1,4,2
finish a,1,0,0
a project,1,1,2
project his,1,0,0
brother was,2,0,0
was working,2,0,0
working on,1,0,1
absolutely,1,6,9
so,21,178,110
sends,6,0,1
experienced,1,2,2
train,5,3,2
talk,3,4,3
like,12,219,147
but this,3,9,10
this street,1,0,0
wise twin,1,0,0
twin has,1,0,0
has absolutely,1,0,0
absolutely no,1,2,1
no experience,1,0,0
experience so,1,0,0
so the,2,1,1
the agency,2,0,0
agency sends,1,0,0
sends in,4,0,0
in an,12,11,6
an experienced,1,0,0
experienced agent,1,0,0
agent anthony,1,0,0
hopkins to,1,0,0
to train,3,0,0
train the,2,0,0
twin how,1,0,0
to act,1,1,0
act and,1,1,1
and talk,1,0,1
talk like,1,0,0
like a,6,58,34
a real,4,8,8
real cia,1,0,0
jonathan,2,0,1
ecks,1,7,0
antonio,1,2,0
banderas,1,3,0
fbi,10,0,0
join,1,1,0
lifelong,2,0,0
sever,1,6,0
lucy,5,5,0
liu,1,2,0
rogue,2,0,0
dia,1,1,0
mortal,1,0,0
combat,3,2,0
order,8,5,3
defeat,1,0,0
common,4,4,3
jonathan ecks,1,0,0
ecks antonio,1,0,0
antonio banderas,1,2,0
banderas an,1,0,0
an fbi,2,0,0
fbi agent,5,0,0
agent realizes,1,0,0
must join,1,0,0
join with,1,0,0
his lifelong,1,0,0
lifelong enemy,1,0,0
enemy agent,1,0,0
agent sever,1,0,0
sever lucy,1,0,0
lucy liu,1,2,0
liu a,1,0,0
a rogue,2,0,0
rogue dia,1,0,0
dia agent,1,0,0
agent with,1,0,0
with whom,1,0,1
whom he,2,1,0
is in,3,8,13
in mortal,1,0,0
mortal combat,1,0,0
combat in,1,0,0
in order,7,3,0
order to,6,3,0
to defeat,1,0,0
defeat a,1,0,0
a common,1,1,0
common enemy,1,0,0
developed,2,0,1
micro,1,0,0
device,2,1,0
can,21,136,101
injected,1,0,0
victims,2,3,2
kill,7,4,1
that enemy,1,0,0
enemy has,1,0,0
has developed,1,0,0
developed a,1,0,0
a micro,1,0,0
micro device,1,0,0
device that,1,0,0
that can,1,5,3
can be,3,14,10
be injected,1,0,0
injected into,1,0,0
into victims,1,0,0
victims in,1,0,0
to kill,5,3,0
kill them,1,0,0
them at,1,0,0
at will,1,0,0
smart,3,8,24
barbershop,2,6,10
south,11,3,1
side,2,11,9
chicago,9,4,10
a smart,2,0,8
smart comedy,1,0,0
comedy about,2,3,3
a day,2,1,1
day in,2,0,2
a barbershop,1,0,0
barbershop on,1,0,0
the south,9,0,0
south side,1,1,0
side of,2,4,3
of chicago,2,2,1
calvin,6,1,1
cube,1,4,6
struggling,2,0,2
business,6,9,9
deceased,2,0,0
views,2,0,0
shop,5,2,3
burden,1,0,0
waste,1,12,1
calvin cube,1,0,0
cube who,1,0,0
who inherited,1,0,0
the struggling,1,0,0
struggling business,1,0,0
business from,1,0,0
from his,6,2,5
his deceased,2,0,0
deceased father,1,0,0
father views,1,0,0
views the,1,0,0
the shop,3,0,1
shop as,1,0,0
as nothing,1,0,0
nothing but,1,6,3
but a,1,11,4
a burden,1,0,0
burden and,1,0,0
and waste,1,0,0
waste of,1,8,1
his time,3,0,0
selling,1,0,1
local,11,2,3
loan,1,0,0
shark,3,0,0
slowly,3,2,2
vision,3,1,10
legacy,4,0,5
struggles,4,0,2
notion,1,1,1
just,27,145,76
sold,1,1,0
after selling,1,0,0
selling the,1,0,0
shop to,1,0,0
a local,6,0,0
local loan,1,0,0
loan shark,1,0,0
shark calvin,1,0,0
calvin slowly,1,0,0
slowly begins,1,0,0
begins to,4,1,4
to see,2,20,20
see his,1,0,0
father s,5,0,1
s vision,1,0,0
vision and,1,0,1
and legacy,1,0,0
legacy and,1,0,0
and struggles,1,0,0
struggles with,2,0,0
the notion,1,1,0
notion that,1,0,0
he just,1,2,1
just sold,1,0,0
sold it,1,0,0
it out,2,0,1
filled,1,5,12
eclectic,2,0,0
hilarious,3,6,28
cast,4,29,45
characters,5,72,57
share,4,7,6
jokes,1,28,11
trials,2,0,0
tribulations,1,0,0
calvin s,1,0,0
s barbershop,1,1,0
barbershop is,1,0,3
is filled,1,1,1
filled with,1,4,5
an eclectic,2,0,0
eclectic and,1,0,0
and hilarious,2,0,3
hilarious cast,1,0,0
cast of,4,2,4
of characters,4,3,4
characters that,1,3,1
that share,1,0,0
share their,1,0,0
their stories,1,0,0
stories jokes,1,0,0
jokes trials,1,0,0
trials and,1,0,0
and tribulations,1,0,0
eddie,3,4,2
entertainer,1,1,0
barber,4,0,0
strong,2,11,20
opinions,1,0,0
customers,3,0,0
shop we,1,0,0
we find,2,1,1
find eddie,1,0,0
eddie the,1,0,0
the entertainer,1,1,0
entertainer an,1,0,0
old barber,1,0,0
barber with,2,0,0
with strong,1,0,1
strong opinions,1,0,0
opinions and,1,0,0
and no,3,10,3
no customers,1,0,0
jimmy,1,0,0
thomas,1,0,4
highly,2,3,12
superiority,1,0,0
complex,4,4,11
t,23,309,205
stand,1,11,6
isaac,1,0,0
garity,1,0,0
white,9,7,15
shot,6,15,8
cutting,2,2,3
hair,2,3,4
jimmy thomas,1,0,0
thomas is,1,0,0
a highly,1,1,5
highly educated,1,0,0
educated barber,1,0,0
with a,30,57,71
a superiority,1,0,0
superiority complex,1,0,0
complex who,1,0,0
who can,3,6,2
can t,4,49,20
t stand,1,2,1
stand isaac,1,0,0
isaac garity,1,0,0
garity the,1,0,0
the new,6,3,4
new white,1,0,0
white barber,1,0,0
barber who,2,0,0
who just,1,1,1
just wants,2,1,2
wants a,1,0,0
a shot,1,0,1
shot at,1,0,0
at cutting,1,0,0
cutting some,1,0,0
some hair,1,0,0
ricky,1,0,0
ex,2,0,1
con,2,4,3
strikes,4,0,5
against,21,4,8
desperately,1,4,4
trying,13,18,11
stay,6,8,5
straight,2,13,7
ricky is,1,0,0
is an,7,21,30
an ex,1,0,0
ex con,1,0,0
con with,1,0,0
with two,2,0,0
two strikes,1,0,0
strikes against,1,0,0
against him,1,0,0
him and,2,1,2
and is,6,2,5
is desperately,1,0,0
desperately trying,1,0,0
trying to,13,15,9
to stay,1,0,1
stay straight,1,0,0
terri,2,0,0
eve,8,1,1
hard,3,32,28
edged,1,1,0
woman,21,6,10
seem,3,25,17
timing,1,2,3
terri eve,1,0,0
eve is,1,0,0
a hard,2,0,0
hard edged,1,0,0
edged woman,1,0,0
woman who,3,1,0
t seem,1,2,2
seem to,2,9,4
leave her,1,0,0
her two,1,0,0
two timing,1,0,0
timing boyfriend,1,0,0
lastly,1,0,0
there,24,127,79
dinka,1,0,0
fellow,4,0,2
madly,2,0,0
doesn,9,68,48
get,32,43,36
and lastly,1,0,0
lastly there,1,0,0
there s,4,66,29
s dinka,1,0,0
dinka a,1,0,0
a fellow,2,0,0
fellow barber,1,0,0
who is,13,3,5
is madly,1,0,0
madly in,2,0,0
in love,12,4,3
love with,9,3,3
with terri,1,0,0
terri but,1,0,0
but doesn,1,1,0
doesn t,9,68,48
t get,2,3,5
get the,3,5,4
the time,5,12,3
time of,2,3,2
of day,1,0,0
dark,4,13,13
silence,1,2,7
sea,3,6,5
war,23,18,29
ii,2,10,6
submarine,3,2,5
u,4,2,1
the dark,2,1,1
dark silence,1,0,0
silence of,1,1,4
the sea,2,3,3
sea during,1,0,0
during world,1,0,0
world war,4,2,4
war ii,2,2,3
ii the,1,1,1
the submarine,2,0,0
submarine u,1,0,0
tiger,2,1,0
prowls,1,0,0
should,3,58,27
routine,2,13,2
mission,8,0,1
tiger shark,1,0,0
shark prowls,1,0,0
prowls on,1,0,0
on what,1,1,1
what should,1,3,1
should be,2,20,12
a routine,1,2,0
routine rescue,1,0,0
rescue mission,1,0,0
shell,1,0,1
shocked,1,2,1
crew,9,1,4
trapped,4,7,2
sub,2,4,2
narrow,1,0,0
corridors,1,0,0
constricted,1,0,0
spaces,1,0,1
sensory,1,0,0
delusions,1,0,2
mental,2,0,2
deceptions,1,1,0
runaway,1,0,0
fear,6,2,3
lurk,1,0,0
below,1,4,6
surface,3,6,7
ocean,3,1,4
deep,2,2,13
inside,7,3,9
human,3,8,25
psyche,1,1,0
but for,2,3,4
the shell,1,0,1
shell shocked,1,0,1
shocked crew,1,0,0
crew trapped,1,0,0
trapped together,1,0,0
together in,1,0,1
the sub,1,0,1
sub s,1,0,0
s narrow,1,0,0
narrow corridors,1,0,0
corridors and,1,0,0
and constricted,1,0,0
constricted spaces,1,0,0
spaces this,1,0,0
is about,4,6,2
about to,6,0,0
to become,6,3,2
become a,3,2,6
a journey,2,0,1
journey into,1,1,1
the sensory,1,0,0
sensory delusions,1,0,0
delusions mental,1,0,0
mental deceptions,1,0,0
deceptions and,1,0,0
and runaway,1,0,0
runaway fear,1,0,0
fear that,1,0,0
that lurk,1,0,0
lurk just,1,0,0
just below,1,0,0
below the,1,0,1
the surface,2,2,4
surface of,1,0,0
the ocean,1,0,0
ocean and,1,0,1
and deep,1,0,0
deep inside,1,0,0
inside the,5,1,3
the human,1,2,9
human psyche,1,0,0
beneath,1,2,6
clouds,1,0,4
lena,3,0,0
light,2,5,20
skinned,1,0,0
aboriginal,1,0,2
mother,28,4,6
irish,4,2,2
vaughn,3,0,0
murri,1,0,0
doing,6,8,5
minimum,1,0,2
north,6,0,0
west,1,5,0
nsw,1,0,0
beneath clouds,1,0,3
clouds is,1,0,1
of lena,1,0,0
lena the,1,0,0
the light,2,0,2
light skinned,1,0,0
skinned daughter,1,0,0
daughter of,1,0,0
an aboriginal,1,0,0
aboriginal mother,1,0,0
mother and,4,1,0
and irish,2,0,0
irish father,1,0,0
father and,2,0,2
and vaughn,1,0,0
vaughn a,1,0,0
a murri,1,0,0
murri boy,1,0,0
boy doing,1,0,0
doing time,1,0,0
time in,2,1,5
a minimum,1,0,0
minimum security,1,0,0
prison in,2,0,0
in north,1,0,0
north west,1,0,0
west nsw,1,0,0
dramatic,4,8,6
events,8,1,4
throw,1,3,1
money,14,15,5
transport,1,0,0
dramatic events,1,0,0
events throw,1,0,0
throw them,1,0,0
them together,1,0,1
together on,1,1,0
journey with,1,0,0
no money,1,0,0
money and,1,1,1
no transport,1,0,0
represents,2,5,1
running,4,11,4
to lena,1,0,0
lena vaughn,1,0,0
vaughn represents,1,0,0
represents the,1,0,0
life she,1,0,0
she is,9,1,2
is running,1,0,0
running away,1,0,0
away from,3,0,4
embodies,1,0,0
society,3,1,3
rejected,2,1,0
to vaughn,1,0,0
vaughn lena,1,0,0
lena embodies,1,0,0
embodies the,1,0,0
the society,1,0,0
society that,1,0,0
that has,5,8,7
has rejected,1,0,0
rejected him,1,0,0
short,4,19,17
happiness,1,0,2
and for,4,1,9
a very,3,10,16
very short,1,0,0
short amount,1,1,0
time they,2,0,1
they experience,1,0,0
experience a,1,0,0
a rare,1,0,3
rare true,1,0,0
true happiness,1,0,0
happiness together,1,0,0
take,18,19,34
classic,2,15,11
tale,10,18,21
cried,1,0,0
wolf,6,0,0
big,15,54,52
fat,2,6,9
liar,4,2,1
14,2,0,0
named,23,5,0
jason,7,1,2
shephard,1,0,0
frankie,1,1,0
muniz,1,1,1
lies,2,0,4
fun,3,26,73
a take,1,0,0
take on,2,2,5
the classic,2,3,3
classic tale,2,0,0
tale the,1,0,0
the boy,1,1,1
boy who,3,0,1
who cried,1,0,0
cried wolf,1,0,0
wolf big,1,0,0
big fat,2,5,8
fat liar,2,2,1
liar is,1,2,1
a 14,1,0,0
14 year,1,0,0
boy named,1,0,0
named jason,1,0,0
jason shephard,1,0,0
shephard frankie,1,0,0
frankie muniz,1,1,0
muniz who,1,0,0
who lies,1,0,0
lies for,1,0,0
the fun,1,3,4
fun of,1,2,4
of it,1,13,15
loses,3,8,4
important,4,3,8
assignment,3,0,0
entitled,1,0,1
producer,7,2,3
marty,1,0,0
giamatti,1,0,0
limo,1,0,0
turns,13,14,14
jason loses,1,0,0
loses an,1,0,0
an important,2,1,3
important story,1,0,0
story assignment,1,0,0
assignment entitled,1,0,0
entitled big,1,0,0
liar in,1,0,0
in movie,1,0,0
movie producer,1,0,0
producer marty,1,0,0
marty wolf,1,0,0
wolf s,1,0,0
paul giamatti,1,0,0
giamatti limo,1,0,0
limo which,1,0,0
which wolf,1,0,0
wolf then,1,0,0
then turns,1,0,0
turns into,2,1,1
sees,5,1,2
preview,1,2,0
best,9,36,108
friend,11,5,3
kaylee,1,0,0
amanda,1,0,0
bynes,1,0,0
go,14,36,30
los,3,0,3
angeles,3,0,0
make,14,58,69
confess,1,0,0
using,4,8,2
clear,2,9,8
name,6,9,6
attend,2,0,0
summer,2,6,29
when jason,1,0,0
jason sees,1,0,0
sees a,1,0,0
movie preview,1,0,0
preview of,1,0,0
his story,1,0,3
story he,1,0,0
he and,5,0,0
and best,1,0,0
best friend,5,4,0
friend kaylee,1,0,0
kaylee amanda,1,0,0
amanda bynes,1,0,0
bynes go,1,0,0
go to,3,2,5
to los,2,0,0
los angeles,3,0,0
angeles to,1,0,0
to make,10,28,29
make wolf,1,0,0
wolf confess,1,0,0
confess to,1,0,0
to using,1,0,0
using jason,1,0,0
jason s,2,0,0
s story,1,2,1
as to,2,2,2
to clear,1,0,0
clear jason,1,0,0
s name,2,0,0
name and,2,0,1
and to,6,1,8
to get,16,11,9
get him,2,0,0
him out,2,1,0
of having,1,0,0
having to,1,0,0
to attend,2,0,0
attend summer,1,0,0
summer school,1,0,0
teen,5,14,7
match,2,6,3
wits,2,0,0
the teen,4,1,0
teen liar,1,0,0
liar then,1,0,0
then has,1,0,0
to match,1,3,0
match wits,1,0,0
wits with,1,0,0
with wolf,1,0,0
wolf who,1,0,0
who also,4,1,0
also turns,1,0,0
turns out,5,4,6
out to,7,7,10
a big,4,6,11
big liar,1,0,0
creative,4,5,13
mind,6,13,19
pulizter,1,0,0
winner,1,2,3
dave,2,0,1
barry,4,3,3
comes,13,30,25
following,4,4,1
chain,1,0,3
inspired,1,8,7
arrival,4,0,0
mysterious,7,0,1
suitcase,1,0,1
miami,3,2,1
from the,22,34,44
the creative,4,1,3
creative mind,1,0,0
mind of,1,0,1
of pulizter,1,0,0
pulizter winner,1,0,0
winner dave,1,0,0
dave barry,1,0,1
barry comes,1,0,0
comes a,1,0,1
film following,1,0,0
following a,1,0,1
a chain,1,0,1
chain of,1,0,1
of events,1,0,0
events inspired,1,0,0
inspired by,1,0,2
the arrival,2,0,0
arrival of,2,0,0
a mysterious,6,0,0
mysterious suitcase,1,0,0
suitcase in,1,0,0
in miami,1,0,1
arthur,3,1,0
herk,2,0,0
corrupt,2,0,0
owner,3,0,0
hands,8,2,3
case,10,6,6
arthur herk,1,0,0
herk a,1,0,0
a corrupt,1,0,0
corrupt business,1,0,0
business owner,2,0,0
owner wants,1,0,0
wants to,6,9,3
get his,3,0,1
his hands,1,0,0
hands on,2,0,0
the case,5,2,0
same,11,32,17
hitmen,1,0,0
wacked,1,0,0
at the,24,32,52
the same,10,28,15
same time,5,0,5
time two,1,0,0
two hitmen,1,0,0
hitmen wants,1,0,0
wants get,1,0,0
him wacked,1,0,0
tired,1,12,6
constant,2,1,4
fixation,1,0,0
drinking,2,0,0
television,5,9,1
anna,1,0,0
jenny,1,0,0
decide,8,1,0
interests,2,0,1
divorced,3,0,0
dad,2,1,0
eliot,1,0,0
arnold,4,10,4
matt,10,1,0
tired of,1,0,1
his constant,1,0,0
constant fixation,1,0,0
fixation on,1,0,0
on drinking,1,0,0
drinking and,1,0,0
and television,1,0,0
television herk,1,0,0
herk s,1,0,0
s wife,3,0,0
wife anna,1,0,0
anna and,1,0,0
and daughter,3,1,0
daughter jenny,1,0,0
jenny decide,1,0,0
decide to,5,0,0
find new,1,0,2
new love,1,0,0
love interests,1,0,0
interests in,1,0,0
in divorced,1,0,0
divorced dad,1,0,0
dad eliot,1,0,0
eliot arnold,1,0,0
arnold and,2,1,1
his son,5,0,1
son matt,1,0,0
add,2,10,7
complication,2,0,0
complicated,2,3,4
thieves,1,0,0
steal,1,1,2
lead,7,9,6
agents,2,0,0
wild,5,13,4
goose,1,0,2
chase,5,9,3
ends,4,14,8
airport,1,1,0
terminal,1,0,0
just to,1,1,0
to add,1,0,1
add more,1,0,0
more complication,1,0,0
complication to,1,0,0
this already,1,0,0
already complicated,1,0,0
complicated plot,1,0,0
plot two,1,0,0
two thieves,1,0,0
thieves decide,1,0,0
to steal,1,0,1
steal the,1,0,0
case and,1,0,0
and lead,1,0,0
lead a,1,1,0
a miami,1,0,0
miami police,1,0,0
police team,1,0,0
team and,1,0,0
and two,2,0,0
two fbi,1,0,0
fbi agents,1,0,0
agents on,1,0,0
a wild,3,0,3
wild goose,1,0,0
goose chase,1,0,0
chase that,1,1,0
that ends,1,6,0
ends inside,1,0,0
the airport,1,0,0
airport terminal,1,0,0
patrick,1,0,0
muldoon,1,0,0
haunted,2,6,2
death,21,10,9
girl,19,15,11
car,7,13,3
accident,3,0,0
caused,2,1,0
years,25,14,20
ago,4,10,1
matt patrick,1,0,0
patrick muldoon,1,0,0
muldoon is,1,0,0
is haunted,1,0,0
haunted by,2,0,0
the death,4,0,0
death of,4,1,0
a girl,2,2,2
girl from,1,0,0
a car,2,0,0
car accident,2,0,0
accident he,1,0,0
he caused,1,0,0
caused years,1,0,0
years ago,2,5,0
drunk,3,3,5
reached,1,2,0
radio,3,0,0
struck,2,1,2
crossed,3,3,0
road,4,11,12
matt was,1,0,0
was drunk,1,0,0
drunk and,2,0,0
he reached,1,0,0
reached for,1,0,0
the car,2,2,0
car radio,1,0,0
radio he,1,0,0
he struck,1,0,0
struck the,1,0,0
the girl,4,0,0
girl as,1,0,0
as she,4,0,1
she crossed,1,0,0
crossed the,1,0,0
the road,4,4,5
guilt,3,2,1
feels,3,47,20
altered,4,1,0
sense,4,30,24
reality,7,9,8
mystery,5,14,6
full,7,29,28
shadows,1,1,5
phantoms,1,0,0
the guilt,1,0,0
guilt that,1,0,0
he feels,2,0,0
feels has,2,0,0
has altered,1,0,0
altered his,1,0,0
his sense,1,2,0
sense of,3,15,15
of reality,1,1,0
reality making,1,0,0
making matt,1,0,0
matt s,1,0,0
life a,1,0,0
a mystery,1,2,0
mystery full,1,0,0
full of,1,9,10
of shadows,1,0,0
shadows and,1,1,0
and phantoms,1,0,0
now,25,16,14
later,5,1,4
goes,10,21,20
dawn,5,1,0
now years,1,0,0
years later,3,1,0
later matt,1,0,0
matt goes,2,0,0
goes away,1,0,0
away for,1,0,3
for weekend,1,0,0
weekend with,1,0,0
his new,5,0,0
new girlfriend,1,0,0
girlfriend dawn,1,0,0
session,1,0,1
lovemaking,1,0,0
walk,1,2,2
after a,4,4,1
wild session,1,0,0
session of,1,0,0
of lovemaking,1,0,0
lovemaking dawn,1,0,0
dawn goes,1,0,0
goes for,1,2,0
a walk,1,0,0
while,29,40,60
strange,10,6,9
axe,1,0,0
attacks,1,1,1
while she,2,0,1
is away,1,0,0
away a,1,0,0
a strange,5,2,3
strange man,1,0,0
man with,1,0,1
an axe,1,0,0
axe comes,1,0,0
comes into,2,1,0
the motel,1,0,0
room and,1,1,0
and attacks,1,0,0
attacks matt,1,0,0
incident,2,0,0
woods,1,0,0
looking,8,23,17
after that,1,1,0
that incident,1,0,0
incident matt,1,0,0
goes into,1,0,0
the woods,1,0,0
woods looking,1,0,0
looking for,6,10,4
for dawn,1,0,0
encounters,3,0,1
tie,2,2,0
before,24,29,21
there he,1,0,0
he encounters,1,0,0
encounters dawn,1,0,0
dawn s,1,0,0
s family,1,1,0
family who,2,0,0
who tie,1,0,0
tie him,1,0,0
him down,3,0,0
and put,1,1,0
put him,1,0,0
him on,2,0,0
on trail,1,0,0
trail for,1,0,0
the murder,6,0,0
murder of,4,0,0
girl years,1,0,0
years before,3,0,0
guilty,1,7,7
forest,2,0,0
hunted,1,0,0
they find,3,0,1
find him,1,0,0
him guilty,1,0,0
guilty and,1,0,0
sent back,1,0,0
back into,1,0,0
the forest,2,0,0
forest to,1,0,0
be hunted,1,0,0
hunted down,1,0,0
down by,2,3,0
deeper,2,2,6
runs,3,5,6
farther,1,0,0
lost,2,12,6
blackwoods,1,0,0
the deeper,1,0,0
deeper matt,1,0,0
matt runs,1,0,0
runs into,2,0,0
forest the,1,0,0
the farther,1,0,0
farther his,1,0,0
his mind,2,0,1
mind is,2,0,1
is lost,1,0,0
lost to,1,0,0
to the,37,79,82
the blackwoods,1,0,0
retired,1,0,0
profiler,1,0,0
terry,3,1,2
mccaleb,3,0,0
eastwood,1,7,6
recently,1,1,1
heart,7,11,45
transplant,4,0,0
graciela,1,0,0
rivers,1,0,0
jesus,1,1,0
investigate,6,0,0
sister,9,0,0
gloria,1,0,0
happens,4,9,3
given,5,8,9
retired fbi,1,0,0
fbi profiler,1,0,0
profiler terry,1,0,0
terry mccaleb,1,0,0
mccaleb eastwood,1,0,0
eastwood who,1,0,0
who has,5,4,4
has recently,1,0,0
recently had,1,0,0
a heart,2,0,1
heart transplant,1,0,0
transplant is,1,0,0
is hired,1,0,0
hired by,1,0,0
by graciela,1,0,0
graciela rivers,1,0,0
rivers de,1,0,0
de jesus,1,0,0
jesus to,1,0,0
to investigate,5,0,0
investigate the,4,0,0
her sister,1,0,0
sister gloria,1,0,0
gloria who,1,0,0
who happens,2,0,0
happens to,2,1,2
to have,5,21,11
have given,1,2,0
given mccaleb,1,0,0
mccaleb his,1,0,0
his heart,1,1,0
deducts,1,0,0
killer,8,4,3
staged,1,7,1
look,3,32,42
random,1,4,2
robbery,1,1,0
actually,5,19,20
serial,3,1,1
trailing,2,0,0
case he,1,0,0
he soon,1,0,0
soon deducts,1,0,0
deducts that,1,0,0
that the,13,28,28
the killer,2,1,2
killer who,2,0,0
who staged,1,0,0
staged the,1,0,0
murder to,2,0,0
to look,1,4,7
look like,1,6,3
a random,1,1,0
random robbery,1,0,0
robbery may,1,1,0
may actually,1,0,0
actually be,1,0,0
a serial,3,0,0
serial killer,3,0,1
killer terry,1,0,0
terry was,1,0,0
was trailing,1,0,0
trailing for,1,0,0
for years,1,0,1
years in,1,0,0
the fbi,3,0,0
feeble,1,1,0
intended,1,2,5
spend,2,5,7
living,10,5,8
boat,2,4,0
harbor,3,1,0
drive,2,1,2
nap,1,1,0
regularly,1,0,0
muster,1,1,0
endurance,1,1,0
can the,2,0,0
the elderly,1,0,0
elderly and,1,0,0
and feeble,1,0,0
feeble mccaleb,1,0,0
mccaleb who,1,0,0
who had,2,0,0
had intended,1,0,0
intended to,1,0,0
to spend,2,2,5
spend his,1,0,0
his retirement,1,0,0
retirement living,1,0,0
living on,1,0,0
his boat,1,0,0
boat in,1,0,0
the los,1,0,0
angeles harbor,1,0,0
harbor and,1,0,0
and who,1,0,0
t drive,1,0,0
drive and,1,0,0
and has,2,1,5
to nap,1,0,0
nap regularly,1,0,0
regularly muster,1,0,0
muster up,1,0,0
the endurance,1,0,0
endurance to,1,0,0
documentary,3,7,19
style,3,13,21
showing,1,0,1
tragic,2,3,4
january,1,1,2
30,6,3,1
1972,1,0,1
northern,1,0,1
ireland,1,0,3
town,12,2,3
derry,1,0,1
protest,1,0,0
march,1,0,2
civil,3,0,0
rights,1,1,0
activist,2,0,0
ivan,1,0,0
fired,4,0,0
upon,4,5,10
troops,1,0,1
killing,5,1,2
13,1,2,0
protesters,1,0,0
wounding,1,0,1
documentary style,1,0,0
style drama,1,0,0
drama showing,1,0,0
showing the,1,0,0
the events,2,0,1
events that,1,1,0
that lead,1,0,0
lead up,1,0,0
up to,5,13,10
the tragic,1,0,0
tragic incident,1,0,0
incident on,1,0,0
on january,1,0,0
january 30,1,0,0
30 1972,1,0,0
1972 in,1,0,0
the northern,1,0,0
northern ireland,1,0,1
ireland town,1,0,0
town of,1,0,0
of derry,1,0,0
derry when,1,0,0
a protest,1,0,0
protest march,1,0,0
march led,1,0,0
led by,6,0,1
by civil,1,0,0
civil rights,1,0,0
rights activist,1,0,0
activist ivan,1,0,0
ivan cooper,1,0,0
cooper was,1,0,0
was fired,1,0,0
fired upon,1,0,0
upon by,1,0,0
by british,1,0,0
british troops,1,0,0
troops killing,1,0,0
killing 13,1,0,0
13 protesters,1,0,0
protesters and,1,0,0
and wounding,1,0,1
wounding 14,1,0,0
14 more,1,0,0
anne,3,1,0
marie,3,0,0
board,2,1,0
nothing gets,1,0,0
gets between,1,0,0
between anne,1,0,0
anne marie,3,0,0
marie and,1,0,0
and her,17,1,1
her board,1,0,0
beach,4,2,1
shack,1,0,0
three,16,11,10
roommates,2,0,0
including,9,5,3
rebellious,2,1,0
younger,3,3,4
every,7,58,41
morning,1,1,3
conquer,1,0,1
waves,1,0,4
count,4,3,4
until,19,13,10
pipe,1,0,0
masters,1,0,0
surf,2,1,2
competition,1,1,3
living in,6,0,1
a beach,1,0,0
beach shack,1,0,0
shack with,1,0,0
with three,1,0,0
three roommates,2,0,0
roommates including,1,0,0
including her,2,0,0
her rebellious,1,0,0
rebellious younger,1,0,0
younger sister,2,0,0
sister she,1,0,0
is up,1,0,0
up before,1,0,0
before dawn,1,0,0
dawn every,1,0,0
every morning,1,0,1
morning to,1,0,0
to conquer,1,0,1
conquer the,1,0,0
the waves,1,0,1
waves and,1,0,1
and count,1,0,0
count the,1,0,0
the days,1,2,0
days until,1,0,0
until the,6,6,2
the pipe,1,0,0
pipe masters,1,0,0
masters surf,1,0,0
surf competition,1,0,0
transplanted,1,1,0
herself,7,2,5
hawaii,1,0,0
blessing,1,0,0
own,20,39,44
adrenaline,2,0,1
charged,1,3,2
scene,5,15,14
having transplanted,1,0,0
transplanted herself,1,0,0
herself to,1,0,0
to hawaii,1,0,0
hawaii with,1,0,0
no one,4,5,2
one s,1,3,1
s blessing,1,0,0
blessing but,1,0,0
but her,2,0,0
her own,5,2,1
own anne,1,0,0
marie finds,1,0,0
finds all,1,0,0
all she,1,0,0
she needs,2,0,0
needs in,1,0,0
the adrenaline,1,0,0
adrenaline charged,1,0,0
charged surf,1,0,0
